case,hd95_mm,note
sub-r048s029,55.33534132902769,
sub-r048s031,80.68457101577724,
sub-r048s032,8.06225774829855,
sub-r048s034,26.68332812825267,
sub-r048s035,58.172158288995945,
sub-r048s036,37.86819245752297,
sub-r048s037,4.0,
sub-r048s038,17.72004514666935,
sub-r048s039,16.24807680927192,
sub-r048s043,65.49045732013177,
sub-r049s005,86.91375035056306,
sub-r049s007,55.68662316930342,
sub-r049s010,81.0740402348372,
sub-r049s011,56.64803615307419,
sub-r049s012,57.706152185014034,
sub-r049s016,68.8839603971781,
sub-r049s018,75.43208866258443,
sub-r049s020,72.01388754955533,
sub-r049s024,50.53711507397311,
sub-r049s025,62.27358990776106,
sub-r049s026,57.48912940721924,
sub-r049s028,49.889878733065686,
sub-r050s002,71.09149034870488,
sub-r050s003,100.92076099594176,
sub-r050s005,124.65151423067431,
sub-r050s006,87.43569065318808,
sub-r050s008,66.7757440991862,
sub-r050s009,87.52713864853574,
sub-r050s015,47.05316142407437,
sub-r052s001,38.8329756778952,
sub-r052s002,21.77154105707724,
sub-r052s007,55.036351623268054,
sub-r052s010,6.082762530298219,
sub-r052s011,44.46346815083142,
sub-r052s014,5.0,
sub-r052s015,36.61966684720111,
sub-r052s016,11.045361017187261,
sub-r052s019,83.63611660042568,
sub-r052s021,6.708203932499369,
sub-r052s023,71.79136438319027,
sub-r052s025,59.09314681077663,
sub-r052s026,10.198039027185569,
sub-r052s027,75.0133321483588,
sub-r052s029,38.262252939417984,
sub-r052s031,22.11334438749598,
sub-r052s032,10.198039027185569,
